name,time,"""74808""",68449,68451,68453,72964,74349,74660,74670,74808,_msgid,_msgid_1,humidity,rain,temperature,wind_direction,wind_speed
pm25,1665087410415572215,,2.58,2.38,2.5,1.7,2.53,1.2,1.3,0,7bc5cb4afca97f19,,63,0,22.7,118,6.4
pm25,1665087418310134552,,2.58,2.38,2.5,1.7,2.53,1.2,1.3,0,7bc5cb4afca97f19,,63,0,22.7,123,6.4
pm25,1665087710380159029,,2.35,2.63,2.9,1.7,2.5,1.7,2.1,0,9c8593fb96507aad,,63,0,22.7,119,7.8
pm25,1665088010424100388,,2.35,2.63,2.9,1.7,2.5,1.7,2.1,0,9c8593fb96507aad,,63,0,22.7,90,6.1
pm25,1665088310568085096,,2.42,3,2.8,1.8,2.53,1.4,2.5,0,9c86c465d6e3fd39,,62,0,22.7,93,6.1
pm25,1665088610597654972,,2.42,3,2.8,1.8,2.53,1.4,2.5,0,9c86c465d6e3fd39,,62,0,22.7,107,7.8
pm25,1665088910581659877,,1.83,2.13,2.47,1.9,3.47,1.5,1.8,0,e004dfcf95818f5d,,62,0,22.7,120,7.7
pm25,1665089210610032486,,1.83,2.13,2.47,1.9,3.47,1.5,1.8,0,e004dfcf95818f5d,,62,0,22.7,98,5.3
pm25,1665089510462439762,,1.5,2.97,2.4,1.8,2.47,1.4,1.7,0,af108076947ab05c,,62,0,22.7,133,4.9
pm25,1665089810461503547,,1.5,2.97,2.4,1.8,2.47,1.4,1.7,0,af108076947ab05c,,62,0,22.7,105,4.2
pm25,1665090110405219691,,1.75,2.92,2.67,1.7,2.8,1.4,1.9,0,64b6b8a4481ff869,,62,0,22.6,94,3
pm25,1665090410670651081,,1.75,2.92,2.67,1.7,2.8,1.4,1.9,0,64b6b8a4481ff869,,62,0,22.6,107,2.8
pm25,1665090710662846593,,2.25,2.88,2.2,2.3,2.7,1.8,1.9,0,bdb5c79e6935d998,,62,0,22.6,87,4.3
pm25,1665091010648499715,,2.25,2.88,2.2,2.3,2.7,1.8,1.9,0,bdb5c79e6935d998,,62,0,22.5,90,2.1
pm25,1665091310448371392,,1.73,2.63,2.58,1.9,3.2,1.3,2.2,0,68853c70f4858936,,62,0,22.4,107,4
pm25,1665091610686437590,,1.73,2.63,2.58,1.9,3.2,1.3,2.2,0,68853c70f4858936,,62,0,22.4,103,6
pm25,1665091910455108633,,1.6,2.6,2.58,1.7,2.58,1.4,1.8,0,e68ad71ce224c576,,63,0,22.4,158,5.9
pm25,1665092210662274929,,1.6,2.6,2.58,1.7,2.58,1.4,1.8,0,e68ad71ce224c576,,63,0,22.3,122,4.2
pm25,1665092510686035246,,2.1,2.8,2.53,1.6,2.6,1.9,2.4,0,9a93049af9643082,,64,0,22.3,117,6
pm25,1665092810708780453,,2.1,2.8,2.53,1.6,2.6,1.9,2.4,0,9a93049af9643082,,64,0,22.3,121,8.3
pm25,1665093110685767037,,2.2,2.9,2.7,1.9,2.55,1.6,1.8,0,a4188a4bb3ace241,,64,0,22.3,132,5.7
pm25,1665093410723666463,,2.2,2.9,2.7,1.9,2.55,1.6,1.8,0,a4188a4bb3ace241,,64,0,22.2,117,6.4
pm25,1665093710663690423,,2.05,2.92,3.6,2.2,2.38,1.6,2,0,abcc7ffdd65983f7,,65,0,22.2,115,5.1
pm25,1665094010518475769,,2.05,2.92,3.6,2.2,2.38,1.6,2,0,abcc7ffdd65983f7,,65,0,22.2,115,7.4
pm25,1665094310583892430,,1.83,2.55,2.63,1.7,2.08,1.7,2,0,5774864280a9f107,,65,0,22.1,134,8.2
pm25,1665094610749730362,,1.83,2.55,2.63,1.7,2.08,1.7,2,0,5774864280a9f107,,65,0,22.1,112,6.9
pm25,1665094910688001942,,2,2.2,2.53,1.8,2.6,1.5,2,0,3635f9cf7e65c563,,65,0,22,111,8.7
pm25,1665095210541750972,,2,2.2,2.53,1.8,2.6,1.5,2,0,3635f9cf7e65c563,,65,0,22,128,6.1
pm25,1665095510537408744,,1.45,2.33,2.17,2,1.8,1.1,2,0,800ecf445dff1688,,64,0,21.9,125,8.8
pm25,1665095810615255668,,1.45,2.33,2.17,2,1.8,1.1,2,0,800ecf445dff1688,,64,0,21.9,136,8.4
pm25,1665096110547138775,,1.57,2.1,1.9,1.3,2.15,1.2,1.1,0,62886f8dd6faed66,,64,0,21.8,113,7.3
pm25,1665096410591927639,,1.57,2.1,1.9,1.3,2.15,1.2,1.1,0,62886f8dd6faed66,,65,0,21.8,156,5.7
pm25,1665096710782187754,,1.7,1.73,2.1,1.3,2.2,1.1,1.3,0,39f9ac6584c5e5d0,,65,0,21.7,127,8
pm25,1665097010623737665,,1.7,1.73,2.1,1.3,2.2,1.1,1.3,0,39f9ac6584c5e5d0,,66,0,21.7,114,8.6
pm25,1665097310593164445,,1.58,2.07,2.97,1.3,2.67,1,1.4,0,2951d5eb32797dcd,,66,0,21.5,126,7
pm25,1665097610619393811,,1.58,2.07,2.97,1.3,2.67,1,1.4,0,2951d5eb32797dcd,,66,0,21.4,119,8.6
pm25,1665097910568000353,,1.9,2.2,2.03,1.3,2.67,1.3,1.3,0,9a7f95b3942f168c,,67,0,21.4,126,10
pm25,1665098210632229826,,1.9,2.2,2.03,1.3,2.67,1.3,1.3,0,9a7f95b3942f168c,,67,0,21.4,147,7.2
pm25,1665098510598648993,,1.6,2.4,1.67,2.1,2.5,1.4,1.3,0,ed9be05e35d43147,,67,0,21.3,136,6.3
pm25,1665098810607007592,,1.6,2.4,1.67,2.1,2.5,1.4,1.3,0,ed9be05e35d43147,,68,0,21.2,122,7.2
pm25,1665099110631707370,,1.63,2.4,1.7,1.2,2.3,1.4,2,0,5de07c710aba016c,,68,0,21.1,122,3.1
pm25,1665099410630221878,,1.63,2.4,1.7,1.2,2.3,1.4,2,0,5de07c710aba016c,,68,0,21.1,106,5.8
pm25,1665099710624688298,,1.5,2.43,1.2,1.7,1.7,1,1.2,0,0d8dda4d5f1efe06,,68,0,20.9,134,4.4
pm25,1665100010632730349,,1.5,2.43,1.2,1.7,1.7,1,1.2,0,0d8dda4d5f1efe06,,68,0,20.9,105,5.6
pm25,1665100310620835755,,1.48,1.7,1.1,1.3,1.67,1.1,1.1,0,337840df2b7f600d,,68,0,20.8,84,3
pm25,1665100610682360785,,1.48,1.7,1.1,1.3,1.67,1.1,1.1,0,337840df2b7f600d,,68,0,20.8,97,3
pm25,1665100910649313296,,1.4,1.7,1.23,1.5,1.77,0.8,1.4,0,945ad30a9f3765fc,,68,0,20.8,71,1
pm25,1665101210678821582,,1.4,1.7,1.23,1.5,1.77,0.8,1.4,0,945ad30a9f3765fc,,68,0,20.7,67,0.1
pm25,1665101510655280799,,1.02,1.73,1.4,0.9,1.73,0.6,1,0,083a97cd5d336d64,,68,0,20.7,127,3.2
pm25,1665101810881817494,,1.02,1.73,1.4,0.9,1.73,0.6,1,0,083a97cd5d336d64,,68,0,20.7,88,4.7
pm25,1665102110676614734,,1,1.33,1.45,1.3,1.6,0.9,1.6,0,aa8164617435131b,,68,0,20.7,114,1.4
pm25,1665102410720289415,,1,1.33,1.45,1.3,1.6,0.9,1.6,0,aa8164617435131b,,68,0,20.7,93,3
pm25,1665102710690497384,,0.98,1.48,1.4,1,1.73,0.6,1.3,0,5899240ac86ce75b,,67,0,20.7,99,3.6
pm25,1665103010744898623,,0.98,1.48,1.4,1,1.73,0.6,1.3,0,5899240ac86ce75b,,67,0,20.6,86,3.1
pm25,1665103310696901910,,1.1,1.4,1.7,1.1,1.7,1,1.4,0,658b371e7f249dec,,67,0,20.7,71,0
pm25,1665103610725691521,,1.1,1.4,1.7,1.1,1.7,1,1.4,0,658b371e7f249dec,,66,0,20.6,94,1.8
pm25,1665103910729275685,,1.27,1.5,1.63,1.1,2.15,0.9,1.1,0,ed3790d0a4caa134,,66,0,20.6,91,0.2
pm25,1665104210783723077,,1.27,1.5,1.63,1.1,2.15,0.9,1.1,0,ed3790d0a4caa134,,66,0,20.6,82,0.9
pm25,1665104510733512260,,1.1,1.7,1.5,0.9,2.1,1,1.2,0,82c9db395494f3a7,,,,,,
pm25,1665104811734822738,,1.1,1.7,1.5,0.9,2.1,1,1.2,0,82c9db395494f3a7,,65,0,20.6,66,1
pm25,1665105110935181390,,1.2,1.25,1.1,1.4,2.17,0.7,0.8,0,8dbb038ea1e54f05,,65,0,20.7,108,2.6
pm25,1665105410980091480,,1.2,1.25,1.1,1.4,2.17,0.7,0.8,0,8dbb038ea1e54f05,,64,0,20.6,113,2.4
pm25,1665105710760913927,,1.2,1.4,0,0.8,1.83,0.8,0.9,0,97b52e0994e79691,,64,0,20.6,132,5.9
pm25,1665106010809303560,,1.2,1.4,0,0.8,1.83,0.8,0.9,0,97b52e0994e79691,,63,0,20.6,169,4.1
pm25,1665106310766809975,,0.9,0,1.2,1.2,1.75,1,1.1,0,1afbc7d36b2fa754,,63,0,20.6,204,3.6
pm25,1665106610815455713,,0.9,0,1.2,1.2,1.75,1,1.1,0,1afbc7d36b2fa754,,63,0,20.5,111,4.5
pm25,1665106910790355218,,0.9,1.8,1.88,0.7,2.07,1,1.2,0,31b7a1e554c72246,,63,0,20.6,123,3.5
pm25,1665107210840445003,,0.9,1.8,1.88,0.7,2.07,1,1.2,0,31b7a1e554c72246,,,,,,
pm25,1665107510821261991,,1.5,1.53,0.93,0.9,1.55,1.5,0.9,0,353aaaea08344a41,,63,0,20.5,121,0.5
pm25,1665107810852098084,,1.5,1.53,0.93,0.9,1.55,1.5,0.9,0,353aaaea08344a41,,63,0,20.4,85,4.5
pm25,1665108110841243491,,1.38,0,1.5,0,0,0,0,0,ab4eb7acd03cb559,,63,0,20.4,71,3.4
pm25,1665108410871223380,,1.38,0,1.5,0,0,0,0,0,ab4eb7acd03cb559,,63,0,20.4,92,1.5
pm25,1665108710821692384,,1.15,0,0,0.8,1.73,0,1,0,83bb659455fceb5f,,63,0,20.3,81,3.2
pm25,1665109010873817991,,1.15,0,0,0.8,1.73,0,1,0,83bb659455fceb5f,,63,0,20.3,49,3
pm25,1665109910833698277,,1.25,1.55,1.1,0.9,2.05,0.8,1.1,0,27e9fc48838d48b6,,64,0,20.2,61,4.8
pm25,1665110210913533821,,1.25,1.55,1.1,0.9,2.05,0.8,1.1,0,27e9fc48838d48b6,,64,0,20.1,51,2.6
pm25,1665110510832164786,,1.07,1.75,1.83,1,1.8,0.8,1.1,0,8c9b3f7c37bcc3cc,,64,0,20.1,49,2.6
pm25,1665110810889528154,,1.07,1.75,1.83,1,1.8,0.8,1.1,0,8c9b3f7c37bcc3cc,,64,0,20.1,86,4.5
pm25,1665111110858019919,,1.15,1.45,1.6,0.8,1.7,0.8,1.1,0,5f47bb2a502e9bf1,,65,0,20,61,1.6
pm25,1665111410892237751,,1.15,1.45,1.6,0.8,1.7,0.8,1.1,0,5f47bb2a502e9bf1,,65,0,20,84,3.8
pm25,1665111710858070774,,0.9,1.7,1.67,1.1,2.2,0.6,1.7,0,7a5f6f18447ca372,,65,0,20,82,5.1
pm25,1665112010905120753,,0.9,1.7,1.67,1.1,2.2,0.6,1.7,0,7a5f6f18447ca372,,65,0,19.9,58,2.5
pm25,1665112311050588067,,0.98,1.73,1.7,1.2,1.8,0.7,1.3,0,5606f2df1a38b2e6,,66,0,19.9,56,2.2
pm25,1665112610924054849,,0.98,1.73,1.7,1.2,1.8,0.7,1.3,0,5606f2df1a38b2e6,,66,0,19.9,73,3.3
pm25,1665112910931998972,,1.63,1.4,2,1,1.7,0.7,1.1,0,874700d23d9ff3cb,,66,0,19.9,51,0.6
pm25,1665113210902932445,,1.63,1.4,2,1,1.7,0.7,1.1,0,874700d23d9ff3cb,,66,0,19.8,72,2.2
pm25,1665113511045797087,,1.5,1.7,2.57,1.2,1.4,1.1,1.1,0,346343bac2072c96,,67,0,19.8,72,0.8
pm25,1665113811138929083,,1.5,1.7,2.57,1.2,1.4,1.1,1.1,0,346343bac2072c96,,67,0,19.9,72,0.1
pm25,1665114110905726206,,1.17,2.33,1.17,1,1.67,0.8,1.2,0,449b405b4c0a42da,,67,0,19.8,72,0
pm25,1665114410956535385,,1.17,2.33,1.17,1,1.67,0.8,1.2,0,449b405b4c0a42da,,67,0,19.8,72,0
pm25,1665114710912750116,,1.38,1.8,1.92,1.4,1.5,0.8,1.4,0,843eff96f9765fd3,,67,0,19.9,72,0
pm25,1665115010937281204,,1.38,1.8,1.92,1.4,1.5,0.8,1.4,0,843eff96f9765fd3,,67,0,19.9,72,0
pm25,1665115311115516017,,1.3,1.75,1.42,1.1,1.6,0.9,1.2,0,593840dbff70ea2b,,67,0,20,72,0
pm25,1665115610981528911,,1.3,1.75,1.42,1.1,1.6,0.9,1.2,0,593840dbff70ea2b,,66,0,19.9,72,0.9
pm25,1665115910933368218,,1.4,1.5,1.77,1.2,1.88,0.8,1.4,0,1b8b0831d0fdb5e0,,66,0,20,72,0
pm25,1665116210974846266,,1.4,1.5,1.77,1.2,1.88,0.8,1.4,0,1b8b0831d0fdb5e0,,66,0,19.9,80,2.8
pm25,1665116510960782963,,2.35,1.85,2.37,1.3,1.95,0.9,1.1,0,cd5fc5be70f4b910,,,,,,
pm25,1665116810989202991,,2.35,1.85,2.37,1.3,1.95,0.9,1.1,0,cd5fc5be70f4b910,,66,0,20,87,0.8
pm25,1665117111148325021,,2.23,1.9,1.27,1.1,2.2,1.2,1.2,0,d3592655d14fc1dd,,66,0,20,92,3
pm25,1665117410993576043,,2.23,1.9,1.27,1.1,2.2,1.2,1.2,0,d3592655d14fc1dd,,66,0,20,142,3.8
pm25,1665117710935519369,,1.3,2,1.6,1,2.85,1.2,1.1,0,04fe610ee5c0203c,,66,0,19.9,157,3.6
pm25,1665118010997956946,,1.3,2,1.6,1,2.85,1.2,1.1,0,04fe610ee5c0203c,,66,0,19.9,111,2.9
pm25,1665118310961274236,,1.47,2.42,1.73,1.1,2.45,1.5,1.9,0,0deabe37c617c6bc,,66,0,19.9,101,1.2
pm25,1665118610999110935,,1.47,2.42,1.73,1.1,2.45,1.5,1.9,0,0deabe37c617c6bc,,66,0,19.9,85,4.5
pm25,1665118910969098911,,2.1,2.25,2.55,1.2,2.45,1.2,1.3,0,8f13cf0d88823b33,,67,0,19.8,96,4.9
pm25,1665119211204129408,,2.1,2.25,2.55,1.2,2.45,1.2,1.3,0,8f13cf0d88823b33,,67,0,19.8,100,1.1
pm25,1665119510975455738,,2.2,2.9,2.33,1.7,2.6,1.1,1.7,0,ebc73a852c270557,,67,0,19.8,82,2.8
pm25,1665119811017757970,,2.2,2.9,2.33,1.7,2.6,1.1,1.7,0,ebc73a852c270557,,67,0,19.8,82,1.9
pm25,1665120110999063772,,1.77,2.28,2.5,1.5,2.3,1.6,2.2,0,e41621b9f034bd89,,67,0,19.8,94,1.9
pm25,1665120411000326318,,1.77,2.28,2.5,1.5,2.3,1.6,2.2,0,e41621b9f034bd89,,67,0,19.7,98,0.9
pm25,1665120711011917761,,1.48,1.85,3,1.9,2.2,1,1.8,0,28404539e15dcac1,,67,0,19.7,98,0.8
pm25,1665121011218870980,,1.48,1.85,3,1.9,2.2,1,1.8,0,28404539e15dcac1,,,,,,
pm25,1665121310967723187,,1.42,1.93,2.9,1.7,3,1.3,1.8,0,69c0a70bcbf65580,,67,0,19.6,52,2.7
pm25,1665121611032236344,,1.42,1.93,2.9,1.7,3,1.3,1.8,0,69c0a70bcbf65580,,67,0,19.6,62,1.8
pm25,1665121911197407719,,1.4,2.13,3.72,1.4,2.67,1.3,1.6,0,b626350dfbfb2619,,67,0,19.6,69,1.9
pm25,1665122211203654148,,1.4,2.13,3.72,1.4,2.67,1.3,1.6,0,b626350dfbfb2619,,67,0,19.6,83,5
pm25,1665122510985830534,,1.6,2.4,2.97,1.5,2.5,1.5,1.5,0,8f2cc748f3196e5e,,,,,,
pm25,1665122811225678756,,1.6,2.4,2.97,1.5,2.5,1.5,1.5,0,8f2cc748f3196e5e,,67,0,19.4,50,3.7
pm25,1665123111177343355,,2.5,2.2,2.72,1.5,3.03,1.6,1.3,0,f9b744c1be6166f8,,67,0,19.4,49,2.8
pm25,1665123411042036437,,2.5,2.2,2.72,1.5,3.03,1.6,1.3,0,f9b744c1be6166f8,,67,0,19.4,64,3.3
pm25,1665123710993850686,,1.9,1.8,2.33,1.4,3.6,1.8,2.6,0,75629dda4392aed7,,67,0,19.4,71,2.3
pm25,1665124011046554538,,1.9,1.8,2.33,1.4,3.6,1.8,2.6,0,75629dda4392aed7,,67,0,19.4,83,2.8
pm25,1665124311028822233,,2.28,2.45,2.38,1.7,6.97,4.2,3.5,0,5f3d47b951c27661,,,,,,
pm25,1665124611255197781,,2.28,2.45,2.38,1.7,6.97,4.2,3.5,0,5f3d47b951c27661,,67,0,19.6,46,1.5
pm25,1665124911012752292,,2.17,2.53,3.37,2,7.32,2.4,1.8,0,1e9b65335e2ad10a,,67,0,19.6,55,0.6
pm25,1665125211052301363,,2.17,2.53,3.37,2,7.32,2.4,1.8,0,1e9b65335e2ad10a,,67,0,19.7,76,3.1
pm25,1665125511000655405,,2.4,3.45,1.9,1.8,3.73,1.9,2.1,0,b19c5f69d6eb69a3,,67,0,19.8,64,2.6
pm25,1665125811226997335,,2.4,3.45,1.9,1.8,3.73,1.9,2.1,0,b19c5f69d6eb69a3,,67,0,20,58,1.2
pm25,1665126111024217571,,2.5,2.78,2.67,2.6,11.07,2,2.1,0,f56985f8bdfd84a1,,66,0,20.2,69,2.2
pm25,1665126411065528031,,2.5,2.78,2.67,2.6,11.07,2,2.1,0,f56985f8bdfd84a1,,66,0,20.4,67,0
pm25,1665126711189840268,,2.43,3.2,2.55,2.2,5.9,2.2,2.4,0,0f173405295ba550,,65,0,20.6,85,4.8
pm25,1665127011031839958,,2.43,3.2,2.55,2.2,5.9,2.2,2.4,0,0f173405295ba550,,64,0,20.8,57,0.9
pm25,1665127311054819437,,2.83,3.9,3.38,2.4,4.8,2.8,2.1,0,ad1b9a031a42d015,,64,0,21,64,0
pm25,1665127611200017132,,2.83,3.9,3.38,2.4,4.8,2.8,2.1,0,ad1b9a031a42d015,,63,0,21.2,85,2.7
pm25,1665127910999376547,,3.5,3.4,3.37,3.1,4.18,3.3,2.4,0,1b63b269b8331811,,,,,,
pm25,1665128211049987442,,3.5,3.4,3.37,3.1,4.18,3.3,2.4,0,1b63b269b8331811,,62,0,21.6,42,2
pm25,1665128511015560042,,2.72,3.63,1.83,3,4.85,3.3,3.3,0,57cefc7f45b5bd94,,61,0,22,53,2.7
pm25,1665128811218596650,,2.72,3.63,1.83,3,4.85,3.3,3.3,0,57cefc7f45b5bd94,,60,0,22.2,66,2.2
pm25,1665129111167680365,,3.5,3.5,2.1,3.2,4.03,2.7,3.3,0,0bfe0afd2ca1a092,,59,0,22.4,48,1
pm25,1665129411261534271,,3.5,3.5,2.1,3.2,4.03,2.7,3.3,0,0bfe0afd2ca1a092,,58,0,22.6,76,2.8
pm25,1665129711326196624,,4.7,4.4,2.92,3.1,4.47,3.2,3.5,0,f38d758af94b09b9,,57,0,22.8,47,3
pm25,1665130011080837371,,4.7,4.4,2.92,3.1,4.47,3.2,3.5,0,f38d758af94b09b9,,56,0,23,82,3.1
pm25,1665130311198288376,,3.65,3.92,3.8,3.6,4.3,3.1,3.1,0,9085c8f2d436dc8e,,55,0,23.2,56,3.4
pm25,1665130611275743752,,3.65,3.92,3.8,3.6,4.3,3.1,3.1,0,9085c8f2d436dc8e,,55,0,23.4,63,3.4
pm25,1665130911285079449,,4.38,3.92,2.3,4,4.07,2.8,3,0,d40c563798c7dde8,,54,0,23.5,71,2.5
pm25,1665131211317176558,,4.38,3.92,2.3,4,4.07,2.8,3,0,d40c563798c7dde8,,53,0,23.4,88,1.8
pm25,1665131511213223349,,3.67,3.47,2.92,3.2,3.63,2.9,2.8,0,8588ba9867ea5864,,53,0,23.5,85,5
pm25,1665131811218313691,,3.67,3.47,2.92,3.2,3.63,2.9,2.8,0,8588ba9867ea5864,,53,0,23.6,86,3.3
pm25,1665132111207618313,,3.55,3.6,3.6,4,3.6,2.5,3.7,0,92ad9963c7695862,,53,0,23.7,117,2
pm25,1665132411266157576,,3.55,3.6,3.6,4,3.6,2.5,3.7,0,92ad9963c7695862,,52,0,23.9,98,2.7
pm25,1665132711036275682,,3.17,3.5,3.83,4.7,4.18,2.5,3.9,0,ea27c0d9964b66bd,,52,0,24.1,92,2.8
pm25,1665133011221727326,,3.17,3.5,3.83,4.7,4.18,2.5,3.9,0,ea27c0d9964b66bd,,52,0,24.4,116,2.5
pm25,1665133311204161491,,3.45,4,3.58,5.5,3.75,2.7,2.4,0,9fbf88972ca647a0,,51,0,24.5,129,1.2
pm25,1665133611057985737,,3.45,4,3.58,5.5,3.75,2.7,2.4,0,9fbf88972ca647a0,,51,0,24.7,110,3.6
pm25,1665133911226243570,,3.33,3.53,4.82,5,4.13,2.9,2.6,0,43d49bdd78316020,,50,0,24.8,98,3.9
pm25,1665134211257612690,,3.33,3.53,4.82,5,4.13,2.9,2.6,0,43d49bdd78316020,,51,0,25.2,79,1.2
pm25,1665134511015474566,,2.8,3.4,2.9,5.6,3.2,2.9,3.3,0,a28c2edc03c69299,,50,0,25.7,99,3
pm25,1665134811246894640,,2.8,3.4,2.9,5.6,3.2,2.9,3.3,0,a28c2edc03c69299,,,,,,
pm25,1665135111296789154,,2.27,3.4,3.95,7.1,3.1,2.8,2.5,0,c78105dedb91cc29,,48,0,26.1,97,3.2
pm25,1665135411323168653,,2.27,3.4,3.95,7.1,3.1,2.8,2.5,0,c78105dedb91cc29,,48,0,26.1,192,0.6
pm25,1665135711275353874,,3.13,3.5,3.33,7.4,3.53,2.7,2.5,0,7adbe3ab962f0160,,49,0,25.8,104,1.7
pm25,1665136011306311003,,3.13,3.5,3.33,7.4,3.53,2.7,2.5,0,7adbe3ab962f0160,,49,0,25.8,150,3.7
pm25,1665136311117232642,,3.42,3.53,2.65,6.4,3.13,3.1,2.5,0,25648f6ad2cbb547,,50,0,25.7,190,0.7
pm25,1665136611369453566,,3.42,3.53,2.65,6.4,3.13,3.1,2.5,0,25648f6ad2cbb547,,50,0,25.7,137,1.5
pm25,1665136911369529020,,3,3.4,2.15,5.2,3.1,3.2,2.9,0,e958e200025ed6f9,,50,0,25.9,139,1.8
pm25,1665137211194195998,,3,3.4,2.15,5.2,3.1,3.2,2.9,0,e958e200025ed6f9,,50,0,26.1,128,2.7
pm25,1665137511152553365,,3.7,2.83,3,4.9,2.8,3.5,2.4,0,f06943ff25cfa7dc,,50,0,26,117,3.8
pm25,1665137811209827289,,3.7,2.83,3,4.9,2.8,3.5,2.4,0,f06943ff25cfa7dc,,50,0,25.9,121,7
pm25,1665138111365510971,,3.53,2.57,2.55,5.5,2.4,3.1,2.3,0,e25e4c9788ce0bcf,,49,0,25.8,135,5.4
pm25,1665138411476790761,,3.53,2.57,2.55,5.5,2.4,3.1,2.3,0,e25e4c9788ce0bcf,,49,0,25.7,107,6.4
pm25,1665138711364179963,,4,2.8,2.88,0,0,3.9,2,0,b377c362a8251cf0,,50,0,25.8,105,3.8
pm25,1665139011255536885,,4,2.8,2.88,0,0,3.9,2,0,b377c362a8251cf0,,50,0,26,86,0.2
pm25,1665139311480021844,,4.63,3.3,2.3,5.6,3.58,3.4,0,0,ed6a1d93d164d9a1,,50,0,26.5,178,0.8
pm25,1665139611522463837,,4.63,3.3,2.3,5.6,3.58,3.4,0,0,ed6a1d93d164d9a1,,49,0,26.6,184,5.7
pm25,1665139911435203235,,3.8,2.47,2.3,7.8,3.4,0,0,0,dc3ed2b9e5f56e0d,,51,0,26.3,102,3.2
pm25,1665140211449207760,,3.8,2.47,2.3,7.8,3.4,0,0,0,dc3ed2b9e5f56e0d,,51,0,26.3,194,1.4
pm25,1665140511253843649,,3.75,0,2.57,9.6,3.3,0,0,0,614814a67bdefff3,,51,0,26.3,161,0.6
pm25,1665140811487053532,,3.75,0,2.57,9.6,3.3,0,0,0,614814a67bdefff3,,51,0,26.3,113,1.9
pm25,1665141111438600462,,4.4,2.67,2.63,0,3.33,5.6,2.4,0,b214eac0c10d6669,,52,0,26.7,234,2.7
pm25,1665141411483132462,,4.4,2.67,2.63,0,3.33,5.6,2.4,0,b214eac0c10d6669,,51,0,26.9,242,3.7
pm25,1665141711475538248,,4.57,3.47,15.57,15.9,0,8.2,2,0,218bdf2ca9585b58,,51,0,26.7,246,3.9
pm25,1665142011306366871,,4.57,3.47,15.57,15.9,0,8.2,2,0,218bdf2ca9585b58,,52,0,26.4,235,2.9
pm25,1665142311459564666,,5.68,2.7,3.03,17.8,0,14.5,0,0,bbd1efb7f4268744,,52,0,26.3,261,3
pm25,1665142611505737400,,5.68,2.7,3.03,17.8,0,14.5,0,0,bbd1efb7f4268744,,53,0,26.2,254,3
pm25,1665142911290367481,,5.23,2.97,3.67,21.6,0,19,2.3,0,a5fa27551b160047,,53,0,26.1,290,3.7
pm25,1665143211361326435,,5.23,2.97,3.67,21.6,0,19,2.3,0,a5fa27551b160047,,53,0,25.8,269,2.5
pm25,1665143511479532997,,4.7,2.38,0,21,4.68,17.6,2.2,0,83530a5fa05e3437,,54,0,25.9,258,2.3
pm25,1665143811557205241,,4.7,2.38,0,21,4.68,17.6,2.2,0,83530a5fa05e3437,,52,0,26.1,277,3.3
pm25,1665144111520994638,,5.57,2.85,3.3,22.2,3.45,17.2,2,0,46121638efa682aa,,52,0,26.1,261,3.7
pm25,1665144411552144884,,5.57,2.85,3.3,22.2,3.45,17.2,2,0,46121638efa682aa,,53,0,25.8,273,3.5
pm25,1665144711538236068,,0,0,3.22,0,3.55,0,1.9,0,b89fd4ade1412b23,,53,0,25.7,265,3.3
pm25,1665145011603917987,,0,0,3.22,0,3.55,0,1.9,0,b89fd4ade1412b23,,54,0,25.7,227,5.8
pm25,1665145311533748020,,7.18,2.5,0,0,2.78,0,0,0,f916e0a2da4807ae,,54,0,26,250,5.3
pm25,1665145611594158062,,7.18,2.5,0,0,2.78,0,0,0,f916e0a2da4807ae,,53,0,26.1,292,4.9
pm25,1665145911534726355,,6.1,3.2,2.6,5.2,2.53,8.7,2,0,1ef7aa8d20de629d,,,,,,
pm25,1665146211587823903,,6.1,3.2,2.6,5.2,2.53,8.7,2,0,1ef7aa8d20de629d,,53,0,25.8,254,2.6
pm25,1665146511600932224,,0,0,2.67,4.1,3.53,0,1.8,0,135e6c221d9a125a,,54,0,26.1,246,4.4
pm25,1665146811588068236,,0,0,2.67,4.1,3.53,0,1.8,0,135e6c221d9a125a,,53,0,26.2,214,2.6
pm25,1665147111576946906,,11.45,0,3.33,0,0,4.3,2.4,0,24d97e61935f9668,,53,0,26.3,215,5.5
pm25,1665147411688730413,,11.45,0,3.33,0,0,4.3,2.4,0,24d97e61935f9668,,52,0,25.9,203,6.8
pm25,1665147711605671116,,0,3.4,2.97,3.4,3.8,4.5,2.3,0,bc877d1264825e6a,,54,0,25.8,193,5.8
pm25,1665148011669029408,,0,3.4,2.97,3.4,3.8,4.5,2.3,0,bc877d1264825e6a,,52,0,25.3,166,8.1
pm25,1665148311609517266,,4.78,0,0,3.4,2.77,0,0,0,db7c27e69d60df9e,,55,0,25.3,198,3.2
pm25,1665148611472878361,,4.78,0,0,3.4,2.77,0,0,0,db7c27e69d60df9e,,54,0,25.5,194,0.7
pm25,1665148911596437050,,4.65,2.78,3.13,3,0,0,2.3,0,f1fc467e4292c2b2,,51,0,25.9,180,4.4
pm25,1665149211494300271,,4.65,2.78,3.13,3,0,0,2.3,0,f1fc467e4292c2b2,,50,0,26,211,6.4
pm25,1665149511626321974,,5.28,3.3,2.75,3.1,2.5,3,2.2,0,57fbcadc286b7811,,48,0,26.2,86,11.9
