name,time,68449,68451,68453,72964,74349,74660,74670,74808,_msgid,humidity,rain,temperature,wind_direction,wind_speed
pm10,1665087410415633900,13.48,10.18,12.55,6.9,15.13,5.6,5.2,0,7bc5cb4afca97f19,63,0,0,0,6.4
pm10,1665087418310581418,13.48,10.18,12.55,6.9,15.13,5.6,5.2,0,7bc5cb4afca97f19,63,0,0,0,6.4
pm10,1665087710380358305,10.18,7.7,8.45,7.2,9.48,10.2,6.9,0,9c8593fb96507aad,63,0,0,0,7.8
pm10,1665088010424228849,10.18,7.7,8.45,7.2,9.48,10.2,6.9,0,9c8593fb96507aad,63,0,0,0,6.1
pm10,1665088310568269242,11.93,10.82,11.48,6.3,10.73,9.6,9.9,0,9c86c465d6e3fd39,62,0,22.7,93,6.1
pm10,1665088610597746712,11.93,10.82,11.48,6.3,10.73,9.6,9.9,0,9c86c465d6e3fd39,62,0,22.7,107,7.8
pm10,1665088910581832894,9.6,7.65,9.85,11.6,14.53,8.7,5.2,0,e004dfcf95818f5d,62,0,22.7,120,7.7
pm10,1665089210610539481,9.6,7.65,9.85,11.6,14.53,8.7,5.2,0,e004dfcf95818f5d,62,0,22.7,98,5.3
pm10,1665089510462610612,9.17,10.73,11.38,8.9,10.87,7.2,6.8,0,af108076947ab05c,62,0,22.7,133,4.9
pm10,1665089810462083430,9.17,10.73,11.38,8.9,10.87,7.2,6.8,0,af108076947ab05c,62,0,22.7,105,4.2
pm10,1665090110405597558,8.9,7.82,9.9,7.6,15.23,7.2,5.4,0,64b6b8a4481ff869,62,0,22.6,94,3
pm10,1665090410670998763,8.9,7.82,9.9,7.6,15.23,7.2,5.4,0,64b6b8a4481ff869,62,0,22.6,107,2.8
pm10,1665090710663329051,8.95,10.13,5.43,7.2,12.87,8.9,5.1,0,bdb5c79e6935d998,62,0,22.6,87,4.3
pm10,1665091010649307878,8.95,10.13,5.43,7.2,12.87,8.9,5.1,0,bdb5c79e6935d998,62,0,22.5,90,2.1
pm10,1665091310448375577,10.88,9,7.93,9.3,11.83,6.4,6.6,0,68853c70f4858936,62,0,22.4,107,4
pm10,1665091610686691422,10.88,9,7.93,9.3,11.83,6.4,6.6,0,68853c70f4858936,62,0,22.4,103,6
pm10,1665091910455434001,8.98,11.13,8.63,7.3,10.27,6.5,4.7,0,e68ad71ce224c576,63,0,22.4,158,5.9
pm10,1665092210662505853,8.98,11.13,8.63,7.3,10.27,6.5,4.7,0,e68ad71ce224c576,63,0,22.3,122,4.2
pm10,1665092510687560751,9.7,9.5,8.97,8.1,10.1,10.1,6.1,0,9a93049af9643082,64,0,22.3,117,6
pm10,1665092810709209246,9.7,9.5,8.97,8.1,10.1,10.1,6.1,0,9a93049af9643082,64,0,22.3,121,8.3
pm10,1665093110686282421,12.13,8.23,11.55,6.8,9.2,8.6,6.3,0,a4188a4bb3ace241,64,0,22.3,132,5.7
pm10,1665093410723842017,12.13,8.23,11.55,6.8,9.2,8.6,6.3,0,a4188a4bb3ace241,64,0,22.2,117,6.4
pm10,1665093710663694886,10.23,9.57,11.43,6.6,10.7,9.4,6.4,0,abcc7ffdd65983f7,65,0,22.2,115,5.1
pm10,1665094010518598676,10.23,9.57,11.43,6.6,10.7,9.4,6.4,0,abcc7ffdd65983f7,65,0,22.2,115,7.4
pm10,1665094310584473258,8.2,8.25,13,4.4,9.65,7.7,6.7,0,5774864280a9f107,65,0,22.1,134,8.2
pm10,1665094610750464318,8.2,8.25,13,4.4,9.65,7.7,6.7,0,5774864280a9f107,65,0,22.1,112,6.9
pm10,1665094910688482007,13.65,7.33,11.93,5.1,10.1,4.8,5.9,0,3635f9cf7e65c563,65,0,22,111,8.7
pm10,1665095210542069226,13.65,7.33,11.93,5.1,10.1,4.8,5.9,0,3635f9cf7e65c563,65,0,22,128,6.1
pm10,1665095510537914348,7.05,10.6,8.6,6.9,8.27,8,5.4,0,800ecf445dff1688,64,0,21.9,125,8.8
pm10,1665095810616544782,7.05,10.6,8.6,6.9,8.27,8,5.4,0,800ecf445dff1688,64,0,21.9,136,8.4
pm10,1665096110547263144,7.07,7.82,6.2,6.4,12.2,6.7,6,0,62886f8dd6faed66,64,0,21.8,113,7.3
pm10,1665096410592175932,7.07,7.82,6.2,6.4,12.2,6.7,6,0,62886f8dd6faed66,65,0,21.8,156,5.7
pm10,1665096710782629638,10.15,6.88,9.5,5.3,11.1,7.7,5.6,0,39f9ac6584c5e5d0,65,0,21.7,127,8
pm10,1665097010623878108,10.15,6.88,9.5,5.3,11.1,7.7,5.6,0,39f9ac6584c5e5d0,66,0,21.7,114,8.6
pm10,1665097310593558516,8.05,8.83,11.13,5.9,15.27,9.4,5.6,0,2951d5eb32797dcd,66,0,21.5,126,7
pm10,1665097610619553365,8.05,8.83,11.13,5.9,15.27,9.4,5.6,0,2951d5eb32797dcd,66,0,21.4,119,8.6
pm10,1665097910568351368,11.57,10.4,9.75,9.1,16.75,8.7,10.4,0,9a7f95b3942f168c,67,0,21.4,126,10
pm10,1665098210632577619,11.57,10.4,9.75,9.1,16.75,8.7,10.4,0,9a7f95b3942f168c,67,0,21.4,147,7.2
pm10,1665098510599014434,11.27,9.9,9.73,10.6,11.23,8,5.6,0,ed9be05e35d43147,67,0,21.3,136,6.3
pm10,1665098810607242460,11.27,9.9,9.73,10.6,11.23,8,5.6,0,ed9be05e35d43147,68,0,21.2,122,7.2
pm10,1665099110632626862,14.75,9.95,7.73,7.6,13.13,10.3,7.9,0,5de07c710aba016c,68,0,21.1,122,3.1
pm10,1665099410630589893,14.75,9.95,7.73,7.6,13.13,10.3,7.9,0,5de07c710aba016c,68,0,21.1,106,5.8
pm10,1665099710625012795,11.2,12,9.4,8.3,8.57,7.1,6.1,0,0d8dda4d5f1efe06,68,0,20.9,134,4.4
pm10,1665100010632883737,11.2,12,9.4,8.3,8.57,7.1,6.1,0,0d8dda4d5f1efe06,68,0,20.9,105,5.6
pm10,1665100310620836237,9.52,7.27,2.5,6.9,8.35,8,4.7,0,337840df2b7f600d,68,0,20.8,84,3
pm10,1665100610682511413,9.52,7.27,2.5,6.9,8.35,8,4.7,0,337840df2b7f600d,68,0,20.8,97,3
pm10,1665100910649344332,8.82,7.83,5.43,6.6,9.02,6.4,7,0,945ad30a9f3765fc,68,0,20.8,71,1
pm10,1665101210679178523,8.82,7.83,5.43,6.6,9.02,6.4,7,0,945ad30a9f3765fc,68,0,20.7,67,0.1
pm10,1665101510655677758,7.47,8.63,5.4,6.4,10.07,6.2,3.5,0,083a97cd5d336d64,68,0,20.7,127,3.2
pm10,1665101810883096741,7.47,8.63,5.4,6.4,10.07,6.2,3.5,0,083a97cd5d336d64,68,0,20.7,88,4.7
pm10,1665102110676632807,7.57,6.7,7.88,5.8,6.63,6.2,7.3,0,aa8164617435131b,68,0,20.7,114,1.4
pm10,1665102410720514154,7.57,6.7,7.88,5.8,6.63,6.2,7.3,0,aa8164617435131b,68,0,20.7,93,3
pm10,1665102710690582957,6.57,6.28,10.73,4.9,8.55,6.3,6.3,0,5899240ac86ce75b,67,0,20.7,99,3.6
pm10,1665103010745353322,6.57,6.28,10.73,4.9,8.55,6.3,6.3,0,5899240ac86ce75b,67,0,20.6,86,3.1
pm10,1665103310697101760,8.55,6.75,9.13,7.2,10.9,7.7,5.2,0,658b371e7f249dec,67,0,20.7,71,0
pm10,1665103610726587901,8.55,6.75,9.13,7.2,10.9,7.7,5.2,0,658b371e7f249dec,66,0,20.6,94,1.8
pm10,1665103910730130214,10.4,7.9,11.2,4,15.55,6,6,0,ed3790d0a4caa134,66,0,20.6,91,0.2
pm10,1665104210785003584,10.4,7.9,11.2,4,15.55,6,6,0,ed3790d0a4caa134,66,0,20.6,82,0.9
pm10,1665104510733826831,8.82,9.2,7.03,5,12.77,7,5.3,0,82c9db395494f3a7,,,,,
pm10,1665104811735096310,8.82,9.2,7.03,5,12.77,7,5.3,0,82c9db395494f3a7,65,0,20.6,66,1
pm10,1665105110935648033,8.57,9.5,7.67,6.1,11.77,7.9,3,0,8dbb038ea1e54f05,65,0,20.7,108,2.6
pm10,1665105410980262775,8.57,9.5,7.67,6.1,11.77,7.9,3,0,8dbb038ea1e54f05,64,0,20.6,113,2.4
pm10,1665105710761127925,9,8.53,0,4.4,8.02,6.2,5.2,0,97b52e0994e79691,64,0,20.6,132,5.9
pm10,1665106010809643575,9,8.53,0,4.4,8.02,6.2,5.2,0,97b52e0994e79691,63,0,20.6,169,4.1
pm10,1665106310767212675,6.7,0,7.3,5.4,8.75,8.1,3.9,0,1afbc7d36b2fa754,63,0,20.6,204,3.6
pm10,1665106610815454509,6.7,0,7.3,5.4,8.75,8.1,3.9,0,1afbc7d36b2fa754,63,0,20.5,111,4.5
pm10,1665106910790363144,7.4,13.43,7,3.7,10.03,9,3.8,0,31b7a1e554c72246,63,0,20.6,123,3.5
pm10,1665107210840480651,7.4,13.43,7,3.7,10.03,9,3.8,0,31b7a1e554c72246,,,,,
pm10,1665107510821730411,10.18,9.57,9.9,4.6,10.77,11.7,3.7,0,353aaaea08344a41,63,0,20.5,121,0.5
pm10,1665107810852091251,10.18,9.57,9.9,4.6,10.77,11.7,3.7,0,353aaaea08344a41,63,0,20.4,85,4.5
pm10,1665108110841823170,9.73,0,11.4,0,0,0,0,0,ab4eb7acd03cb559,63,0,20.4,71,3.4
pm10,1665108410871481877,9.73,0,11.4,0,0,0,0,0,ab4eb7acd03cb559,63,0,20.4,92,1.5
pm10,1665108710821903178,8.25,0,0,5,6.83,0,5.1,0,83bb659455fceb5f,63,0,20.3,81,3.2
pm10,1665109010879124734,8.25,0,0,5,6.83,0,5.1,0,83bb659455fceb5f,63,0,20.3,49,3
pm10,1665109310840283301,9.98,6.67,11.18,6.1,10.13,6.1,6.7,0,db5d56bb12d0d837,63,0,20.3,76,2.7
pm10,1665109610885878807,9.98,6.67,11.18,6.1,10.13,6.1,6.7,0,db5d56bb12d0d837,64,0,20.2,98,1.2
pm10,1665109910837825515,12.63,8.57,6.6,5.7,9.88,8.1,5.1,0,27e9fc48838d48b6,64,0,20.2,61,4.8
pm10,1665110210914484441,12.63,8.57,6.6,5.7,9.88,8.1,5.1,0,27e9fc48838d48b6,64,0,20.1,51,2.6
pm10,1665110510833019185,8.4,8.25,10.1,5.6,10.85,8.6,5.8,0,8c9b3f7c37bcc3cc,64,0,20.1,49,2.6
pm10,1665110810890296035,8.4,8.25,10.1,5.6,10.85,8.6,5.8,0,8c9b3f7c37bcc3cc,64,0,20.1,86,4.5
pm10,1665111110859639773,7.22,8.73,8.17,6.1,11.4,6.1,5.5,0,5f47bb2a502e9bf1,65,0,20,61,1.6
pm10,1665111410893246057,7.22,8.73,8.17,6.1,11.4,6.1,5.5,0,5f47bb2a502e9bf1,65,0,20,84,3.8
pm10,1665111710859148431,7.25,10.25,10.73,5.2,10.5,6,7.2,0,7a5f6f18447ca372,65,0,20,82,5.1
pm10,1665112010906192965,7.25,10.25,10.73,5.2,10.5,6,7.2,0,7a5f6f18447ca372,65,0,19.9,58,2.5
pm10,1665112311051159025,8.32,7.43,8.32,6.2,9.6,7.9,7.5,0,5606f2df1a38b2e6,66,0,19.9,56,2.2
pm10,1665112610924473364,8.32,7.43,8.32,6.2,9.6,7.9,7.5,0,5606f2df1a38b2e6,66,0,19.9,73,3.3
pm10,1665112910932554486,10.67,8.75,11.95,6.8,9.73,5.9,5.5,0,874700d23d9ff3cb,66,0,19.9,51,0.6
pm10,1665113210903436718,10.67,8.75,11.95,6.8,9.73,5.9,5.5,0,874700d23d9ff3cb,66,0,19.8,72,2.2
pm10,1665113511045578571,10.8,8.23,15.67,5.4,10.5,8.2,6.1,0,346343bac2072c96,67,0,19.8,72,0.8
pm10,1665113811138806381,10.8,8.23,15.67,5.4,10.5,8.2,6.1,0,346343bac2072c96,67,0,19.9,72,0.1
pm10,1665114110906198664,8.63,9.15,10.82,5.4,9.45,6.3,5.6,0,449b405b4c0a42da,67,0,19.8,72,0
pm10,1665114410959142598,8.63,9.15,10.82,5.4,9.45,6.3,5.6,0,449b405b4c0a42da,67,0,19.8,72,0
pm10,1665114710912766523,9.68,7.47,10.48,8.6,9.3,6.2,5.6,0,843eff96f9765fd3,67,0,19.9,72,0
pm10,1665115010937782995,9.68,7.47,10.48,8.6,9.3,6.2,5.6,0,843eff96f9765fd3,67,0,19.9,72,0
pm10,1665115311115767940,7.2,8.82,8.85,6.1,10.07,6.2,3.9,0,593840dbff70ea2b,67,0,20,72,0
pm10,1665115610982592309,7.2,8.82,8.85,6.1,10.07,6.2,3.9,0,593840dbff70ea2b,66,0,19.9,72,0.9
pm10,1665115910933765603,11.5,7.3,7.4,7,11.13,5.8,5,0,1b8b0831d0fdb5e0,66,0,20,72,0
pm10,1665116210974606435,11.5,7.3,7.4,7,11.13,5.8,5,0,1b8b0831d0fdb5e0,66,0,19.9,80,2.8
pm10,1665116510961618325,13.63,11.68,13.9,7.9,13.05,8.2,5.1,0,cd5fc5be70f4b910,,,,,
pm10,1665116810989193473,13.63,11.68,13.9,7.9,13.05,8.2,5.1,0,cd5fc5be70f4b910,66,0,20,87,0.8
pm10,1665117111148979477,12.27,7.82,7.53,5.3,12.07,8.2,4.8,0,d3592655d14fc1dd,66,0,20,92,3
pm10,1665117410994116797,12.27,7.82,7.53,5.3,12.07,8.2,4.8,0,d3592655d14fc1dd,66,0,20,142,3.8
pm10,1665117710935536868,8.33,9.38,9,4.3,14.3,5.7,4.4,0,04fe610ee5c0203c,66,0,19.9,157,3.6
pm10,1665118010999000938,8.33,9.38,9,4.3,14.3,5.7,4.4,0,04fe610ee5c0203c,66,0,19.9,111,2.9
pm10,1665118310961711250,9.87,8.75,9.1,4.8,14.8,8.9,5.4,0,0deabe37c617c6bc,66,0,19.9,101,1.2
pm10,1665118610998918881,9.87,8.75,9.1,4.8,14.8,8.9,5.4,0,0deabe37c617c6bc,66,0,19.9,85,4.5
pm10,1665118910969463204,13.27,8.82,13.95,4.7,12.75,5.6,3.6,0,8f13cf0d88823b33,67,0,19.8,96,4.9
pm10,1665119211206375258,13.27,8.82,13.95,4.7,12.75,5.6,3.6,0,8f13cf0d88823b33,67,0,19.8,100,1.1
pm10,1665119510975729717,11.93,10.73,15.87,7,16.38,6.1,6.3,0,ebc73a852c270557,67,0,19.8,82,2.8
pm10,1665119811018502222,11.93,10.73,15.87,7,16.38,6.1,6.3,0,ebc73a852c270557,67,0,19.8,82,1.9
pm10,1665120110999560082,12.85,9.73,17,6.6,13.2,11.3,6.6,0,e41621b9f034bd89,67,0,19.8,94,1.9
pm10,1665120411000484372,12.85,9.73,17,6.6,13.2,11.3,6.6,0,e41621b9f034bd89,67,0,19.7,98,0.9
pm10,1665120711012886956,8.35,8.45,18.83,7.2,11.9,11.6,7.6,0,28404539e15dcac1,67,0,19.7,98,0.8
pm10,1665121011219463548,8.35,8.45,18.83,7.2,11.9,11.6,7.6,0,28404539e15dcac1,,,,,
pm10,1665121310968298774,9.82,10.17,12.57,6.5,23.9,6.6,7,0,69c0a70bcbf65580,67,0,19.6,52,2.7
pm10,1665121611034252449,9.82,10.17,12.57,6.5,23.9,6.6,7,0,69c0a70bcbf65580,67,0,19.6,62,1.8
pm10,1665121911198480892,9.4,11.88,12.95,7.3,17.9,10,6.9,0,b626350dfbfb2619,67,0,19.6,69,1.9
pm10,1665122211204658026,9.4,11.88,12.95,7.3,17.9,10,6.9,0,b626350dfbfb2619,67,0,19.6,83,5
pm10,1665122510986419231,12.6,11.63,18,5.8,14.38,8.8,5.3,0,8f2cc748f3196e5e,,,,,
pm10,1665122811225670015,12.6,11.63,18,5.8,14.38,8.8,5.3,0,8f2cc748f3196e5e,67,0,19.4,50,3.7
pm10,1665123111177355058,12.35,12,11.57,9.4,19.65,12.4,4.3,0,f9b744c1be6166f8,67,0,19.4,49,2.8
pm10,1665123411042719801,12.35,12,11.57,9.4,19.65,12.4,4.3,0,f9b744c1be6166f8,67,0,19.4,64,3.3
pm10,1665123710994747196,15,11.3,15.57,6.7,17.1,11,10.1,0,75629dda4392aed7,67,0,19.4,71,2.3
pm10,1665124011047243438,15,11.3,15.57,6.7,17.1,11,10.1,0,75629dda4392aed7,67,0,19.4,83,2.8
pm10,1665124311029095453,14.63,9.82,17.77,10.8,25.85,14.7,10.6,0,5f3d47b951c27661,,,,,
pm10,1665124611254734101,14.63,9.82,17.77,10.8,25.85,14.7,10.6,0,5f3d47b951c27661,67,0,19.6,46,1.5
pm10,1665124911014472719,11.63,12.5,15.07,11.6,23.38,12.9,6.5,0,1e9b65335e2ad10a,67,0,19.6,55,0.6
pm10,1665125211053976124,11.63,12.5,15.07,11.6,23.38,12.9,6.5,0,1e9b65335e2ad10a,67,0,19.7,76,3.1
pm10,1665125511000782626,13.9,17.35,9.97,10.8,21.3,9.9,8.3,0,b19c5f69d6eb69a3,67,0,19.8,64,2.6
pm10,1665125811227769162,13.9,17.35,9.97,10.8,21.3,9.9,8.3,0,b19c5f69d6eb69a3,67,0,20,58,1.2
pm10,1665126111025828574,15.07,9.15,14.73,14,71.82,13.9,7.8,0,f56985f8bdfd84a1,66,0,20.2,69,2.2
pm10,1665126411067311940,15.07,9.15,14.73,14,71.82,13.9,7.8,0,f56985f8bdfd84a1,66,0,20.4,67,0
pm10,1665126711189837268,11.33,13.73,15.98,10.8,26.83,13,9,0,0f173405295ba550,65,0,20.6,85,4.8
pm10,1665127011031675811,11.33,13.73,15.98,10.8,26.83,13,9,0,0f173405295ba550,64,0,20.8,57,0.9
pm10,1665127311055277803,18.48,18.23,17.55,11.6,22.17,17.3,9.5,0,ad1b9a031a42d015,64,0,21,64,0
pm10,1665127611201044010,18.48,18.23,17.55,11.6,22.17,17.3,9.5,0,ad1b9a031a42d015,63,0,21.2,85,2.7
pm10,1665127911000350479,18.63,15.63,13.53,12,31.73,17.3,9.1,0,1b63b269b8331811,,,,,
pm10,1665128211050777859,18.63,15.63,13.53,12,31.73,17.3,9.1,0,1b63b269b8331811,62,0,21.6,42,2
pm10,1665128511015943094,17.17,13.15,8.48,12.6,18.65,16.5,14.4,0,57cefc7f45b5bd94,61,0,22,53,2.7
pm10,1665128811219142292,17.17,13.15,8.48,12.6,18.65,16.5,14.4,0,57cefc7f45b5bd94,60,0,22.2,66,2.2
pm10,1665129111168100935,16.05,14.75,12.88,13.1,18.77,15.9,12,0,0bfe0afd2ca1a092,59,0,22.4,48,1
pm10,1665129411263647804,16.05,14.75,12.88,13.1,18.77,15.9,12,0,0bfe0afd2ca1a092,58,0,22.6,76,2.8
pm10,1665129711327140040,18.42,17.92,15.45,12.8,24.08,14.5,14.5,0,f38d758af94b09b9,57,0,22.8,47,3
pm10,1665130011082890725,18.42,17.92,15.45,12.8,24.08,14.5,14.5,0,f38d758af94b09b9,56,0,23,82,3.1
pm10,1665130311199241887,16.75,17.9,14.93,13.7,25.07,14.6,13.9,0,9085c8f2d436dc8e,55,0,23.2,56,3.4
pm10,1665130611277171183,16.75,17.9,14.93,13.7,25.07,14.6,13.9,0,9085c8f2d436dc8e,55,0,23.4,63,3.4
pm10,1665130911285859516,18.73,20.15,11.03,13.4,20.8,14.1,12.9,0,d40c563798c7dde8,54,0,23.5,71,2.5
pm10,1665131211317729794,18.73,20.15,11.03,13.4,20.8,14.1,12.9,0,d40c563798c7dde8,53,0,23.4,88,1.8
pm10,1665131511214251950,21.3,14.88,15.05,13.6,18.1,16.9,10.5,0,8588ba9867ea5864,53,0,23.5,85,5
pm10,1665131811218347506,21.3,14.88,15.05,13.6,18.1,16.9,10.5,0,8588ba9867ea5864,53,0,23.6,86,3.3
pm10,1665132111208576397,22.42,12.98,16.53,15.5,16.73,15.7,11.2,0,92ad9963c7695862,53,0,23.7,117,2
pm10,1665132411266827366,22.42,12.98,16.53,15.5,16.73,15.7,11.2,0,92ad9963c7695862,52,0,23.9,98,2.7
pm10,1665132711039331987,16.17,15.67,22.37,15,22.35,12.4,14.7,0,ea27c0d9964b66bd,52,0,24.1,92,2.8
pm10,1665133011222640669,16.17,15.67,22.37,15,22.35,12.4,14.7,0,ea27c0d9964b66bd,52,0,24.4,116,2.5
pm10,1665133311204104547,16.9,17.8,14.07,13.6,21.38,14.5,9.6,0,9fbf88972ca647a0,51,0,24.5,129,1.2
pm10,1665133611058637805,16.9,17.8,14.07,13.6,21.38,14.5,9.6,0,9fbf88972ca647a0,51,0,24.7,110,3.6
pm10,1665133911227333504,20.13,13.43,20.5,14.4,18.92,13.4,8.2,0,43d49bdd78316020,50,0,24.8,98,3.9
pm10,1665134211257964576,20.13,13.43,20.5,14.4,18.92,13.4,8.2,0,43d49bdd78316020,51,0,25.2,79,1.2
pm10,1665134511015925580,14.13,13.9,13.23,14.3,21.38,13.3,11.8,0,a28c2edc03c69299,50,0,25.7,99,3
pm10,1665134811247384543,14.13,13.9,13.23,14.3,21.38,13.3,11.8,0,a28c2edc03c69299,,,,,
pm10,1665135111297174428,13.93,15.5,21.05,10.6,16.15,13,10.2,0,c78105dedb91cc29,48,0,26.1,97,3.2
pm10,1665135411323685370,13.93,15.5,21.05,10.6,16.15,13,10.2,0,c78105dedb91cc29,48,0,26.1,192,0.6
pm10,1665135711276692120,18.38,15.25,19.47,11.6,20.03,10.6,9.9,0,7adbe3ab962f0160,49,0,25.8,104,1.7
pm10,1665136011306218004,18.38,15.25,19.47,11.6,20.03,10.6,9.9,0,7adbe3ab962f0160,49,0,25.8,150,3.7
pm10,1665136311117268882,13.4,12.57,10.6,10.8,15,11.7,11.1,0,25648f6ad2cbb547,50,0,25.7,190,0.7
pm10,1665136611368887777,13.4,12.57,10.6,10.8,15,11.7,11.1,0,25648f6ad2cbb547,50,0,25.7,137,1.5
pm10,1665136911370497749,15.35,12.68,10.85,14.3,20.8,11.9,9.8,0,e958e200025ed6f9,50,0,25.9,139,1.8
pm10,1665137211195138692,15.35,12.68,10.85,14.3,20.8,11.9,9.8,0,e958e200025ed6f9,50,0,26.1,128,2.7
pm10,1665137511152132592,17.35,10.35,20.02,10.6,12.7,12.8,9.6,0,f06943ff25cfa7dc,50,0,26,117,3.8
pm10,1665137811209834400,17.35,10.35,20.02,10.6,12.7,12.8,9.6,0,f06943ff25cfa7dc,50,0,25.9,121,7
pm10,1665138111366280983,17.6,12.53,17.77,12.3,15.52,11.8,9.2,0,e25e4c9788ce0bcf,49,0,25.8,135,5.4
pm10,1665138411478087101,17.6,12.53,17.77,12.3,15.52,11.8,9.2,0,e25e4c9788ce0bcf,49,0,25.7,107,6.4
pm10,1665138711364633274,14.7,12.77,13.4,0,0,11.7,11.3,0,b377c362a8251cf0,50,0,25.8,105,3.8
pm10,1665139011255680106,14.7,12.77,13.4,0,0,11.7,11.3,0,b377c362a8251cf0,50,0,26,86,0.2
pm10,1665139311480891502,21.3,14.77,11.3,11.7,17.9,11.3,0,0,ed6a1d93d164d9a1,50,0,26.5,178,0.8
pm10,1665139611522542003,21.3,14.77,11.3,11.7,17.9,11.3,0,0,ed6a1d93d164d9a1,49,0,26.6,184,5.7
pm10,1665139911435851359,15.02,13.95,13.7,12.5,22.98,0,0,0,dc3ed2b9e5f56e0d,51,0,26.3,102,3.2
pm10,1665140211449817405,15.02,13.95,13.7,12.5,22.98,0,0,0,dc3ed2b9e5f56e0d,51,0,26.3,194,1.4
pm10,1665140511254566014,16.9,0,14.1,13.4,20.23,0,0,0,614814a67bdefff3,51,0,26.3,161,0.6
pm10,1665140811487659990,16.9,0,14.1,13.4,20.23,0,0,0,614814a67bdefff3,51,0,26.3,113,1.9
pm10,1665141111439457751,13.1,11.07,15.3,0,20.2,15,8.6,0,b214eac0c10d6669,52,0,26.7,234,2.7
pm10,1665141411483645069,13.1,11.07,15.3,0,20.2,15,8.6,0,b214eac0c10d6669,51,0,26.9,242,3.7
pm10,1665141711475983762,17.23,13.88,34.67,17.5,0,12.5,8.5,0,218bdf2ca9585b58,51,0,26.7,246,3.9
pm10,1665142011307111290,17.23,13.88,34.67,17.5,0,12.5,8.5,0,218bdf2ca9585b58,52,0,26.4,235,2.9
pm10,1665142311460474880,15.98,10.03,17.17,19.4,0,16.2,0,0,bbd1efb7f4268744,52,0,26.3,261,3
pm10,1665142611506175155,15.98,10.03,17.17,19.4,0,16.2,0,0,bbd1efb7f4268744,53,0,26.2,254,3
pm10,1665142911290923236,20.17,12.57,18.58,23.3,0,21,10,0,a5fa27551b160047,53,0,26.1,290,3.7
pm10,1665143211361493322,20.17,12.57,18.58,23.3,0,21,10,0,a5fa27551b160047,53,0,25.8,269,2.5
pm10,1665143511480127992,14.52,12.77,0,22.8,19.42,19.5,6.3,0,83530a5fa05e3437,54,0,25.9,258,2.3
pm10,1665143811562240954,14.52,12.77,0,22.8,19.42,19.5,6.3,0,83530a5fa05e3437,52,0,26.1,277,3.3
pm10,1665144111522126550,14.52,12.6,14.23,24,20.08,18.9,7.6,0,46121638efa682aa,52,0,26.1,261,3.7
pm10,1665144411552639713,14.52,12.6,14.23,24,20.08,18.9,7.6,0,46121638efa682aa,53,0,25.8,273,3.5
pm10,1665144711538326142,0,0,14.95,0,14.55,0,6.8,0,b89fd4ade1412b23,53,0,25.7,265,3.3
pm10,1665145011604925052,0,0,14.95,0,14.55,0,6.8,0,b89fd4ade1412b23,54,0,25.7,227,5.8
pm10,1665145311535499021,16.02,9.38,0,0,17.63,0,0,0,f916e0a2da4807ae,54,0,26,250,5.3
pm10,1665145611594070618,16.02,9.38,0,0,17.63,0,0,0,f916e0a2da4807ae,53,0,26.1,292,4.9
pm10,1665145911534751818,15.45,13.65,12.73,11.8,12.93,13.2,8.9,0,1ef7aa8d20de629d,,,,,
pm10,1665146211588264750,15.45,13.65,12.73,11.8,12.93,13.2,8.9,0,1ef7aa8d20de629d,53,0,25.8,254,2.6
pm10,1665146511602910648,0,0,12.1,11.3,18.63,0,7.1,0,135e6c221d9a125a,54,0,26.1,246,4.4
pm10,1665146811589144022,0,0,12.1,11.3,18.63,0,7.1,0,135e6c221d9a125a,53,0,26.2,214,2.6
pm10,1665147111577161737,49.75,0,15.43,0,0,14.5,10,0,24d97e61935f9668,53,0,26.3,215,5.5
pm10,1665147411689669256,49.75,0,15.43,0,0,14.5,10,0,24d97e61935f9668,52,0,25.9,203,6.8
pm10,1665147711606169370,0,14.68,13.02,11.2,17.23,13.7,8.6,0,bc877d1264825e6a,54,0,25.8,193,5.8
pm10,1665148011669735161,0,14.68,13.02,11.2,17.23,13.7,8.6,0,bc877d1264825e6a,52,0,25.3,166,8.1
pm10,1665148311610396423,15.7,0,0,11.5,17,0,0,0,db7c27e69d60df9e,55,0,25.3,198,3.2
pm10,1665148611473468558,15.7,0,0,11.5,17,0,0,0,db7c27e69d60df9e,54,0,25.5,194,0.7
pm10,1665148911597262727,13.13,14.75,15.27,9.5,0,0,9.2,0,f1fc467e4292c2b2,51,0,25.9,180,4.4
pm10,1665149211494723137,13.13,14.75,15.27,9.5,0,0,9.2,0,f1fc467e4292c2b2,50,0,26,211,6.4
pm10,1665149511626377400,16.05,14.57,10,10,12.15,10.8,10.5,0,57fbcadc286b7811,48,0,26.2,86,11.9
pm10,1665149811656633976,16.05,14.57,10,10,12.15,10.8,10.5,0,57fbcadc286b7811,46,0,26.2,96,11
pm10,1665150111700965137,16.65,14.95,18.92,10.1,13.25,13.4,9.7,0,7d7210dea308ce52,48,0,26.1,108,6.7
pm10,1665150411698294897,16.65,14.95,18.92,10.1,13.25,13.4,9.7,0,7d7210dea308ce52,48,0,25.8,153,9.2
pm10,1665150711679620704,15.32,16.8,18.08,0,17.7,11.1,7.7,0,2225526f8aab7acc,49,0,25.7,107,11.5
pm10,1665151011527749151,15.32,16.8,18.08,0,17.7,11.1,7.7,0,2225526f8aab7acc,50,0,25.4,139,10.3
